,Contributor,Taxon,UniqueID,AphiaID,Relative.Adult.Mobility,Relative.Adult.Mobility.Certainty,Relative.Adult.Mobility.Reference,Estimated.Max.Body.Size,Estimated.Max.Body.Size.Certainty,Estimated.Max.Body.Size.Reference,Gregariousness,Gregariousness.Certainty,Gregariousness.Reference,Foundation.Species,Foundation.Species.Certainty,Foundation.Species.Reference,Habitat.Complexity,Habitat.Complexity.Certainty,Habitat.Complexity.Reference,Abundance,Abundance.Certainty,Abundance.Reference,Chemosynthesis.Obligate,Chemosynthesis.Obligate.Certainty,Chemosynthesis.Obligate.Reference,Position.of.Symbiont,Position.of.Symbiont.Certainty,Position.of.Symbiont.Reference,Min.Depth.Range.Lower.Bound,Min.Depth.Range.Upper.Bound,Max.Depth.Range.Lower.Bound,Max.Depth.Range.Upper.Bound,Depth.Range.Certainty,Depth.Range.Reference,Substratum,Substratum.Certainty,Substratum.Reference,Zonation.From.Vent,Zonation.From.Vent.Certainty,Zonation.From.Vent.Reference,Nutritional.Source,Nutritional.Source.Certainty,Nutritional.Source.Reference,Trophic.Mode,Trophic.Mode.Certainty,Trophic.Mode.Reference,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies
385,bates.amanda@gmail.com; stace@whoi.edu; William.Reid@newcastle.ac.uk; verenat; smills@whoi.edu,Neolepas zevinae,Neo385,535261,1,3,66,100,2,129,Always,3,129; 66,NA,NA,NA,NA,NA,NA,Low,2,NA,Vent,3,541; 66,None,2,NA,2000,2500,2500,3000,3,147,Hard,3,129,Low,3,expert opinon,Water column,3,NA,Detritivore,2,129,Arthropoda,Hexanauplia,Scalpelliformes,Eolepadidae,Neolepas,,zevinae,
386,bates.amanda@gmail.com; asac1g09@soton.ac.uk,Neolepetopsis densata,Neo386,449986,3,3,66,10,3,129,Never,2,66,No,3,66,Does not add,2,66,NA,NA,NA,Vent,1,541,None,3,66,2500,3000,2500,3000,1,129,Hard,3,129,Low,3,129,Sediment or rock surface,2,66,Bacterivore,2,129,Mollusca,Gastropoda,,Neolepetopsidae,Neolepetopsis,,densata,
387,asac1g09@soton.ac.uk,Neolepetopsis gordensis,Neo387,449987,3,2,66,10,2,129,NA,NA,NA,No,2,129,Does not add,2,129,NA,NA,NA,Other CBE,2,277,NA,NA,NA,3000,3500,3000,3500,3,277,Hard,1,129,Low,3,129,Sediment or rock surface,1,66,Detritivore,1,66,Mollusca,Gastropoda,,Neolepetopsidae,Neolepetopsis,,gordensis,
388,bates.amanda@gmail.com; asac1g09@soton.ac.uk,Neolepetopsis occulta,Neo388,449988,3,3,66,10,3,129,Never,2,66,No,3,66,Does not add,2,66,NA,NA,NA,Vent,1,541,None,3,66,1500,2000,2500,3000,3,277,Hard,3,129,Low,3,129,Sediment or rock surface,2,66,Bacterivore,2,129,Mollusca,Gastropoda,,Neolepetopsidae,Neolepetopsis,,occulta,
389,bates.amanda@gmail.com; asac1g09@soton.ac.uk,Neolepetopsis verruca,Neo389,449989,3,3,66,10,3,129,Never,2,66,No,3,66,Does not add,2,66,NA,NA,NA,Vent,1,541,None,3,66,2500,3000,2500,3000,1,129,Hard,3,129,Low,3,129,Sediment or rock surface,2,66,Bacterivore,2,129,Mollusca,Gastropoda,,Neolepetopsidae,Neolepetopsis,,verruca,
390,sam.southgate@hotmail.co.uk; William.Reid@newcastle.ac.uk; marjolaine.Matabos@ifremer.fr; asac1g09@soton.ac.uk,Neomphalus fretterae,Neo390,449990,3,3,129,10,3,129,Always,3,129,NA,NA,NA,NA,NA,NA,High,3,129,Vent,3,129,None,3,NA,2000,2500,2500,3000,3,277,Hard,3,129,Medium,3,129,Sediment or rock surface,2,NA,Detritivore,2,129; 66,Mollusca,Gastropoda,,Neomphalidae,Neomphalus,,fretterae,
391,hwatanabe@jamstec.go.jp; asac1g09@soton.ac.uk; William.Reid@newcastle.ac.uk; verenat,Neoverruca brachylepadoformis,Neo391,733292,1,3,129,10,3,129,Always,3,129,No,NA,NA,Mat forming,NA,66,High,NA,NA,Vent,3,129,None,3,NA,3000,3500,3500,4000,3,129; 66,Hard,3,NA,Medium,NA,NA,Water column,2,NA,Detritivore,2,NA,Arthropoda,Hexanauplia,Sessilia,Neoverrucidae,Neoverruca,,brachylepadoformis,
392,hwatanabe@jamstec.go.jp,Neoverruca intermedia,Neo392,1043786,1,3,NA,10,3,168,Always,NA,NA,No,NA,NA,Mat forming,NA,NA,High,NA,NA,Vent,2,168,Episymbiont,2,NA,500,1000,1500,2000,2,NA,Hard,3,NA,Medium,2,NA,Symbiont,2,NA,Bacterivore,NA,NA,Arthropoda,Hexanauplia,Sessilia,Neoverrucidae,Neoverruca,,intermedia,
393,sam.southgate@hotmail.co.uk; tresa2812@gmail.com; asac1g09@soton.ac.uk,Nereimyra alvinae,Ner393,329571,3,3,129,1,3,129,NA,NA,NA,No,3,Epifaunal,NA,NA,NA,NA,NA,NA,Vent,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fauna,NA,-9998,Carnivore S,3,129,Annelida,Polychaeta,Phyllodocida,Hesionidae,Nereimyra,,alvinae,
394,asac1g09@soton.ac.uk; William.Reid@newcastle.ac.uk; verenat,Nereis piscesae,Ner394,329723,4,3,66,100,3,129; 53,Never,NA,NA,No,3,66; 129,Does not add,NA,NA,Low,NA,NA,Vent,3,129; 66,None,3,66,1500,2000,2000,2500,NA,66,Hard,3,129,High,1,66,Fauna,2.5,66,Carnivore O,2.333333333,129; 66,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,,piscesae,
395,sam.southgate@hotmail.co.uk; William.Reid@newcastle.ac.uk; stace@whoi.edu; smills@whoi.edu,Nereis sandersi,Ner395,329739,3,3,129,100,3,129,Never,2,66,No,NA,NA,Does not add,NA,NA,Low,NA,NA,Vent,3,129,None,3,NA,1500,2000,2500,3000,NA,66,Hard,NA,NA,NA,NA,NA,Fauna,2,NA,Carnivore O,2,NA,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,,sandersi,
396,hans.rapp@uib.no; William.Reid@newcastle.ac.uk,Nicomache (Loxochona) lokii,Nic396,595665,3,2,66,100,3,297,Always,2,297,Yes,3,297,Bed forming,3,297,High,3,297,Vent,3,297,None,3,NA,2000,2500,2000,2500,1,66,Soft,3,297,Low,3,297,Sediment or rock surface,3,297,Bacterivore,3,297,Annelida,Polychaeta,,Maldanidae,Nicomache,Loxochona,lokii,
397,sam.southgate@hotmail.co.uk; smills@whoi.edu,Nicomache arwidssoni,Nic397,329803,2,2,129,100,3,129,NA,NA,NA,No,3,129,NA,NA,NA,NA,NA,NA,Vent,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hard,3,129,Medium,NA,66,NA,NA,NA,NA,NA,NA,Annelida,Polychaeta,,Maldanidae,Nicomache,,arwidssoni,
398,asac1g09@soton.ac.uk,Nicomache cf. arwidssoni,Nic398,329803,3,2,66,100,3,129,NA,NA,NA,No,2,129,Does not add,2,129,NA,NA,NA,Vent,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hard,3,129,High,2,129; 66,NA,NA,NA,NA,NA,NA,Annelida,Polychaeta,,Maldanidae,Nicomache,,arwidssoni,
399,asac1g09@soton.ac.uk; William.Reid@newcastle.ac.uk; reboschen@uvic.ca; verenat,Nicomache venticola,Nic399,329812,2,3,66,100,3,129; 53; 336,Sometimes,3,66,No,3,129; 66,Open bush forming,2,66,High,3,66,Vent,3,129,None,3,66,1500,2000,2000,2500,NA,66; 48,Hard,3,129,Medium,3,66,Sediment or rock surface,3,66,Detritivore,3,66,Annelida,Polychaeta,,Maldanidae,Nicomache,,venticola,
400,sam.southgate@hotmail.co.uk; sabine.gollner@nioz.nl,Nilva torifera,Nil400,353789,4,2,66,10,3,66,NA,NA,NA,No,3,66,Does not add,2,66,High,2,200,Vent,3,196; 66; 129,None,2,66,1000,1500,3500,4000,3,129,Hard,3,196,Medium,3,196; 198,Sediment or rock surface,1,129,Carnivore O,1,129,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Nilva,,torifera,
401,Marjolaine.Matabos@ifremer.fr; bates.amanda@gmail.com; asac1g09@soton.ac.uk,Nodopelta heminoda,Nod401,449991,3,3,66,100,3,349,Never,2,66,No,3,66,Does not add,3,66,Low,3,66,Vent,3,66; 129,None,2,NA,2000,2500,2500,3000,2,66; 129,Hard,2,66; 129,High,2,350; 129,Sediment or rock surface,1,66,Bacterivore,3,66,Mollusca,Gastropoda,,Peltospiridae,Nodopelta,,heminoda,
402,Marjolaine.Matabos@ifremer.fr; bates.amanda@gmail.com; asac1g09@soton.ac.uk,Nodopelta subnoda,Nod402,449993,3,3,66,10,3,66; 129,Never,2,66,No,3,66,Does not add,3,66,Low,3,66,Vent,3,66; 129,None,2,NA,2000,2500,2500,3000,2,66; 129,Hard,1.5,66; 129,High,2,350; 129,Sediment or rock surface,1,66,Bacterivore,3,66,Mollusca,Gastropoda,,Peltospiridae,Nodopelta,,subnoda,
403,bates.amanda@gmail.com; lokabharathiponnapakkam@gmail.com; William.Reid@newcastle.ac.uk; asac1g09@soton.ac.uk,Oasisia alvinae,Oas403,265973,1,2,66,100,3,129,Sometimes,2,66,Yes,1,-9996,Dense bush forming,1,-9997,NA,NA,NA,Vent,3,129,Endosymbiont,3,129; 414,2500,3000,2000,2500,2,147; 129,Hard,2,66,Medium,3,129,Symbiont,3,129,Bacterivore,3,129,Annelida,Polychaeta,Sabellida,Siboglinidae,Oasisia,,alvinae,
404,reboschen@uvic.ca,Oasisia fujikurai,Oas404,265974,1,3,66,100,3,366,Always,3,366,Yes,3,66,Dense bush forming,2,66; 366,High,2,366,Vent,2,366,Endosymbiont,2,66,1500,2000,1500,2000,3,366,Hard,3,366,Medium,2,366,Symbiont,2,66,Bacterivore,2,66,Annelida,Polychaeta,Sabellida,Siboglinidae,Oasisia,,fujikurai,
405,tammy.horton@noc.ac.uk; asac1g09@soton.ac.uk,Oediceropsis bicornuta,Oed405,547130,3,2,43,10,3,44,Never,1,44,No,3,66,Does not add,3,66,Low,3,44,Vent,2,44,None,2,NA,1500,2000,1500,2000,3,44,Hard,2,44,Medium,1,44,Fauna,2,66,Carnivore O,2,66,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Oediceropsis,,bicornuta,
406,asac1g09@soton.ac.uk; verenat,Oenopota ogasawarana,Oen406,434527,3,NA,66,10,NA,66,Sometimes,NA,66,No,NA,66,Does not add,NA,66,High,NA,66,Vent,NA,66,None,NA,66,0,500,1000,1500,NA,66,Soft,NA,66,Low,NA,66,Sediment or rock surface,NA,66,NA,NA,66,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Oenopota,,ogasawarana,
407,asac1g09@soton.ac.uk; cpd4@psu.edu; pjt11@duke.edu,Olgasolaris tollmanni,Olg407,512320,3,3,66,10,3,129,Sometimes,3,99,No,3,66,Does not add,3,66,High,3,99,Vent,3,541; 129,None,3,66,1000,1500,2500,3000,2,277,Hard,2.333333333,129; 66,High,2,66,Sediment or rock surface,3,129,Bacterivore,3,129,Mollusca,Gastropoda,Cycloneritida,Phenacolepadidae,Olgasolaris,,tollmanni,
408,sam.southgate@hotmail.co.uk,Oncaea venusta,Onc408,128954,3,3,129,1,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,3,129,NA,NA,NA,2000,2500,2500,3000,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arthropoda,Hexanauplia,Cyclopoida,Oncaeidae,Oncaea,,venusta,
409,verenat; asac1g09@soton.ac.uk; William.Reid@newcastle.ac.uk,Opaepele loihi,Opa409,378101,4,NA,NA,10,NA,NA,Always,NA,NA,No,NA,NA,Does not add,NA,NA,High,NA,NA,Vent,NA,NA,None,3,NA,500,1000,1500,2000,NA,NA,Hard,NA,NA,Medium,NA,NA,Sediment or rock surface,3,322,Bacterivore,3,NA,Arthropoda,Malacostraca,Decapoda,Alvinocarididae,Opaepele,,loihi,
410,sabine.stohr@nrm.se,Ophiactis tyleri,Oph410,243473,3,3,66,10,3,504,Never,2,504,No,3,66,Does not add,3,66,Low,3,504,No,3,504,None,2,66,500,1000,500,1000,3,504,Hard,3,504,Medium,3,504,NA,NA,NA,NA,NA,NA,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiactis,,tyleri,
411,sabine.stohr@nrm.se,Ophiocten centobi,Oph411,124852,3,3,66,10,3,504,Never,1,66,No,3,66,Does not add,3,66,Low,3,504,No,3,504,None,2,66,1500,2000,2500,3000,3,504,Hard,3,504,Low,3,504,NA,NA,NA,NA,NA,NA,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiocten,,centobi,
412,daphne.cuvelier@gmail.com; gorolen@mail.ru; sabine.stohr@nrm.se; sam.southgate@hotmail.co.uk; maria.aa.colaco@uac.pt; jtc@soton.ac.uk; asac1g09@soton.ac.uk,Ophioctenella acies,Oph412,124862,3,3,66,100,2,NA,Always,3,504,No,3,66,NA,NA,NA,High,3,504,Other CBE,3,504;  129,None,3,66; 504,1500,2000,4000,4500,2.8,504; 129; 66,Hard,2.8,504; 66; 129,High,3,504; 129,Sediment or rock surface,3,504; 129,Bacterivore,2,66; 129,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophioctenella,,acies,
413,sabine.stohr@nrm.se,Ophiolamina eprae,Oph413,238164,3,3,66,10,3,503,Sometimes,3,503,No,3,66,Does not add,3,66,Low,2,503,Vent,3,503,None,2,66,2500,3000,2500,3000,3,503,Soft,3,503,Medium,3,503,Sediment or rock surface,1,66,Detritivore,2,66,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiolamina,,eprae,
414,sabine.stohr@nrm.se,Ophiomitra spinea,Oph414,243771,3,3,66,10,3,408,Never,2,408,No,3,66,Does not add,3,66,Low,3,408,No,3,408,None,2,66,2000,2500,3000,3500,3,504; 408,Hard,3,408,Low,3,408,NA,NA,NA,NA,NA,NA,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiomitra,,spinea,
415,sabine.stohr@nrm.se,Ophiotreta valenciennesi,Oph415,244220,3,3,66,10,3,504,Sometimes,3,504,No,3,66,Does not add,2,66,High,3,504,No,3,504,None,2,66,500,1000,1000,1500,3,504,Hard,3,504,Medium,3,504,NA,NA,NA,Detritivore,1,66,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiotreta,,valenciennesi,
416,sabine.stohr@nrm.se,Ophiura clemens,Oph416,124916,3,3,66,10,3,504,Never,2,408,No,3,66,Does not add,3,66,Low,3,408,No,3,504,None,2,66,1500,2000,3000,3500,3,504; 408,Soft,3,504,Low,3,504,Fauna,1,66,Carnivore S,1,66,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,,clemens,
417,bates.amanda@gmail.com; stace@whoi.edu; William.Reid@newcastle.ac.uk; smills@whoi.edu,Ophryotrocha akessoni,Oph417,330194,3,2,66,10,3,129,Sometimes,NA,NA,No,3,66,Does not add,3,66,High,3,129,Vent,3,66,None,3,66,1500,2000,2500,3000,2.5,147; 129,Hard,2,129; 66,Medium,2,129,Sediment or rock surface,1,NA,Detritivore,2,NA,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,,akessoni,
418,daphne.cuvelier@gmail.com; asac1g09@soton.ac.uk,Ophryotrocha fabriae,Oph418,598917,3,NA,-9997,10,NA,-9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,NA,-9999,NA,NA,NA,1500,2000,1500,2000,3,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,,fabriae,
419,asac1g09@soton.ac.uk; William.Reid@newcastle.ac.uk; reboschen@uvic.ca,Ophryotrocha globopalpata,Oph419,330201,3,3,66,10,3,129; 53,Never,3,66,No,3,66; 129,Does not add,NA,66,Low,3,66; 48; 337,Vent,3,129; 66,None,3,66,1500,2000,2000,2500,3,66; 48; 337,Hard,3,129,High,3,129; 66,Fauna,2.5,66,Bacterivore,2,66; 513; 317,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,,globopalpata,
420,jtc@soton.ac.uk; asac1g09@soton.ac.uk,"Ophryotrocha n. sp. ""F-038/1b""",Oph420,129266,3,3,102,10,NA,-9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,NA,-9999,NA,NA,NA,2500,3000,2500,3000,3,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,,,
421,sam.southgate@hotmail.co.uk; William.Reid@newcastle.ac.uk,Ophryotrocha platykephale,Oph421,330216,4,3,129,10,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other CBE,3,129,None,3,NA,NA,NA,NA,NA,NA,NA,Soft,3,129,Low,3,129,Sediment or rock surface,2,NA,Bacterivore,2,NA,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,,platykephale,
422,William.Reid@newcastle.ac.uk; asac1g09@soton.ac.uk,Ophryotrocha scarlatoi,Oph422,130018,3,NA,-9997,10,NA,-9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,3,512,None,3,NA,500,1000,500,1000,2,512,NA,NA,NA,Low,2,512,Sediment or rock surface,2,NA,Bacterivore,2,NA,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,,scarlatoi,
423,asac1g09@soton.ac.uk; hourdez@sb-roscoff.fr,Opisthotrochopodus japonicus,Opi423,330236,4,3,66,10,3,66,Never,3,66,No,3,66,Does not add,3,66,High,3,66,Vent,3,66; 129,None,3,66,2000,2500,2500,3000,3,66,Hard,3,66,Medium,3,66,Fauna,3,66,Carnivore O,3,66,Annelida,Polychaeta,Phyllodocida,Polynoidae,Opisthotrochopodus,,japonicus,
424,asac1g09@soton.ac.uk; tammy.horton@noc.ac.uk; verenat,Oradarea longimana,Ora424,102220,4,2,637,10,3,637,Never,2,637,No,3,66,Does not add,3,66,Low,3,637,No,3,637,None,2,NA,1000,1500,2000,2500,3,637,Hard,3,637,Medium,2,637,Fauna,2,66,Carnivore S,2,637,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Oradarea,,longimana,
425,sam.southgate@hotmail.co.uk; tresa2812@gmail.com,Orbiniella aciculata,Orb425,329836,3,1,129,10,3,129,NA,NA,NA,No,2,129,NA,NA,NA,NA,NA,NA,Vent,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soft,3,129,NA,NA,NA,Sediment or rock surface,3,129,Detritivore,3,129,Annelida,Polychaeta,,Orbiniidae,Orbiniella,,aciculata,
426,asac1g09@soton.ac.uk; tresa2812@gmail.com,Orbiniella hobsonae,Orb426,329830,2,3,66,10,2,53,NA,NA,NA,No,3,66,NA,NA,NA,NA,NA,NA,Vent,3,129; 66,None,2,66,NA,NA,NA,NA,NA,NA,Soft,3,129,NA,NA,NA,Sediment or rock surface,3,129; 66,Detritivore,3,129; 66,Annelida,Polychaeta,,Orbiniidae,Orbiniella,,hobsonae,
427,jtc@soton.ac.uk; divaamon@gmail.com,Pachycara caribbaeum,Pac427,868465,4,3,7,1000,3,7,Never,3,7,No,3,7,Does not add,3,7,Low,3,7,Other CBE,3,7,None,3,7,1000,1500,2000,2500,3,7,Hard,3,7,Medium,3,7,Fauna,3,7; 66,Carnivore O,3,7,Chordata,Actinopterygii,Perciformes,Zoarcidae,Pachycara,,caribbaeum,
428,maria.aa.colaco@uac.pt; jtc@soton.ac.uk; asac1g09@soton.ac.uk,Pachycara saldanhai,Pac428,274147,4,3,66,100,3,49,Never,1,66,No,1,66,Does not add,2,66,Low,2,66,Vent,2,49,None,2,49,2000,2500,2000,2500,3,49,Hard,3,49,Medium,3,66,Fauna,3,49,Carnivore O,3,49,Chordata,Actinopterygii,Perciformes,Zoarcidae,Pachycara,,saldanhai,
429,sam.southgate@hotmail.co.uk; verenat; jtc@soton.ac.uk; asac1g09@soton.ac.uk,Pachycara thermophilum,Pac429,274151,4,3,129,100,3,129,Never,1,66,No,3,66,Does not add,3,66,Low,1,66,Vent,1,66,NA,NA,NA,3500,4000,3500,4000,3,129,Water column,3,129,Medium,3,129,Fauna,1,66,Carnivore O,1,66,Chordata,Actinopterygii,Perciformes,Zoarcidae,Pachycara,,thermophilum,
430,bates.amanda@gmail.com; Marjolaine.Matabos@ifremer.fr,Pachydermia laevis,Pac430,449994,3,2,66,10,2,129,NA,NA,NA,No,3,66,Does not add,2,66,NA,NA,NA,Vent,1,129,NA,NA,NA,2000,2500,2500,3000,2,147; 129,Hard,1,129,Medium,2,129,Sediment or rock surface,2,66,Detritivore,2,129,Mollusca,Gastropoda,,Peltospiridae,Pachydermia,,laevis,
431,asac1g09@soton.ac.uk,Pachydermia sculpta,Pac431,449995,3,2,66,10,2,129; 66,NA,NA,NA,No,2,66; 129,Does not add,NA,NA,NA,NA,NA,Vent,3,129,NA,NA,NA,1500,2000,1500,2000,3,277,Hard,3,129,High,2,66; 129,Sediment or rock surface,2,129,Detritivore,3,129,Mollusca,Gastropoda,,Peltospiridae,Pachydermia,,sculpta,
432,cpd4@psu.edu,Pacmanactis hashimotoi,Pac432,290596,1,2,66,100,NA,66,NA,NA,NA,No,3,66,NA,NA,NA,NA,NA,NA,No,2,NA,None,2,66,NA,NA,NA,NA,NA,NA,Hard,2,66,Low,3,66,Fauna,NA,66,Carnivore O,NA,NA,Cnidaria,Anthozoa,Actiniaria,Kadosactinidae,Pacmanactis,,hashimotoi,
433,verenat@uvic.ca; hwatanabe@jamstec.go.jp; asac1g09@soton.ac.uk,Paraescarpia echinospica,Par433,265983,1,NA,NA,1000,NA,NA,Never,NA,NA,No,NA,NA,Does not add,NA,NA,NA,NA,NA,Vent,NA,NA,Endosymbiont,NA,NA,1500,2000,1500,2000,NA,NA,Soft,NA,NA,Low,NA,NA,Symbiont,NA,NA,Bacterivore,NA,-9995,Annelida,Polychaeta,Sabellida,Siboglinidae,Paraescarpia,,echinospica,
434,daphne.cuvelier@gmail.com; gorolen@mail.ru; maria.aa.colaco@uac.pt,Paralepetopsis ferrugivora,Par434,180859,3,3,NA,10,3,129,Never,2,NA,No,3,66,Does not add,2,66,High,2,NA,Vent,2,129,None,3,NA,1500,2000,3000,3500,2,129,Hard,2,129,Low,3,129,Sediment or rock surface,3,NA,Detritivore,2,NA,Mollusca,Gastropoda,,Neolepetopsidae,Paralepetopsis,,ferrugivora,
435,asac1g09@soton.ac.uk,Paralepetopsis rosemariae,Par435,510043,3,NA,-9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,3,277,NA,NA,NA,1000,1500,1000,1500,3,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Gastropoda,,Neolepetopsidae,Paralepetopsis,,rosemariae,
436,verenat@uvic.ca,Paralepetopsis tunnicliffae,Par436,457908,2,NA,66,10,NA,66,Never,NA,66,No,NA,66,Does not add,NA,66,Low,NA,66,Vent,NA,66,None,NA,66,2000,2500,2000,2500,NA,66,Hard,NA,66,Medium,NA,66,Sediment or rock surface,NA,66,Bacterivore,NA,66,Mollusca,Gastropoda,,Neolepetopsidae,Paralepetopsis,,tunnicliffae,
437,cpd4@psu.edu; reboschen@uvic.ca; hourdez@sb-roscoff.fr; verenat,Paralomis hirtella,Par437,378129,3,3,66,100,3,126,Sometimes,2,66,No,3,66,Does not add,3,66,Low,NA,NA,Vent,2,126,None,2,66,1500,2000,2000,2500,3,126,Hard,3,66,Low,2,66,Fauna,2,66,Carnivore S,2,66,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralomis,,hirtella,
438,asac1g09@soton.ac.uk,Paralomis jamsteci,Par438,378130,4,2,66,100,3,129,NA,NA,NA,No,2,66,Does not add,2,66,Low,1,66; 129,Vent,3,129,NA,NA,NA,500,1000,500,1000,3,129,NA,NA,NA,High,3,129,Fauna,NA,-9997,NA,NA,NA,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralomis,,jamsteci,
439,William.Reid@newcastle.ac.uk; verenat; asac1g09@soton.ac.uk,Paralomis verrilli,Par439,378132,3,NA,-9997,100,NA,-9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,NA,-9999,None,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fauna,3,NA,Carnivore O,3,NA,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralomis,,verrilli,
440,hourdez@sb-roscoff.fr; William.Reid@newcastle.ac.uk; verenat; asac1g09@soton.ac.uk,Paralvinella bactericola,Par440,330305,2,1,66,100,3,66,Always,3,66,No,3,66,Burrow forming,3,66,High,3,66,Vent,3,66,None,3,66,2000,2500,2500,3000,3,66,Hard,3,66,Medium,3,66,Sediment or rock surface,3,66,Detritivore,3,66,Annelida,Polychaeta,Terebellida,Alvinellidae,Paralvinella,,bactericola,
441,asac1g09@soton.ac.uk; hourdez@sb-roscoff.fr,Paralvinella dela,Par441,330306,2,1,66,100,3,66,Always,3,66,No,3,66,Burrow forming,3,66,High,3,66,Vent,3,66,None,3,66,2000,2500,2500,3000,3,66,Hard,3,66,Medium,3,66,Sediment or rock surface,3,66,Detritivore,3,66,Annelida,Polychaeta,Terebellida,Alvinellidae,Paralvinella,,dela,
442,asac1g09@soton.ac.uk; cpd4@psu.edu; hourdez@sb-roscoff.fr; pjt11@duke.edu,Paralvinella fijiensis,Par442,330307,2,3,66,100,3,66,Always,3,66,No,3,66,Mat forming,NA,66,High,3,66,Vent,3,66; 541; 129,None,3,66,1000,1500,2500,3000,2.5,66; 147,Hard,3,66; 129,High,3,66; 467,Sediment or rock surface,3,66,Detritivore,3,66; 129,Annelida,Polychaeta,Terebellida,Alvinellidae,Paralvinella,,fijiensis,
443,William.Reid@newcastle.ac.uk; hourdez@sb-roscoff.fr; sam.southgate@hotmail.co.uk; stace@whoi.edu; smills@whoi.edu,Paralvinella grasslei,Par443,330308,2,3,66,100,3,66; 129,Always,3,66,No,3,66,Burrow forming,3,66,Low,3,66,Vent,3,129; 66,None,3,66,2000,2500,2500,3000,3,66,Hard,2,129; 66,High,2.666666667,66,Sediment or rock surface,2.75,66; 129,Bacterivore,2.75,129; 66,Annelida,Polychaeta,Terebellida,Alvinellidae,Paralvinella,,grasslei,
444,asac1g09@soton.ac.uk; divaamon@gmail.com; hourdez@sb-roscoff.fr; verenat,Paralvinella hessleri,Par444,330309,2,NA,-9997,10,3,129,Always,3,66,No,3,66,Burrow forming,3,289; 66,High,3,66,Vent,3,289; 66,None,3,66,1000,1500,3500,4000,3,99; 66,Hard,3,289; 66,High,3,289; 66,Symbiont,3,66,Detritivore,2.5,66; 289,Annelida,Polychaeta,Terebellida,Alvinellidae,Paralvinella,,hessleri,
445,asac1g09@soton.ac.uk; hourdez@sb-roscoff.frv; jozee.sarrazin@ifremer.fr; William.Reid@newcastle.ac.uk; reboschen@uvic.ca; verenat,Paralvinella palmiformis,Par445,330310,3,3,66,100,3,129; 452; 66,Always,3,66,No,3,66,Open bush forming,NA,66,High,3,66,Vent,3,129; 66,None,3,66,1500,2000,2500,3000,3,66,Hard,3,129; 66,High,2.333333333,66,Sediment or rock surface,2.75,66; 105,Bacterivore,2.75,66,Annelida,Polychaeta,Terebellida,Alvinellidae,Paralvinella,,palmiformis,
