"","unique(bis$scientificName)"
"5067","Detonula confervacea"
"5068","Prorocentrum dentatum"
"5069","Histioneis depressa"
"5070","Ceratium trichoceros"
"5071","Ceratium tripos"
"5072","Ceratium"
"5073","Cerataulina compacta"
"5074","Chaetoceros setoense"
"5075","Epilabidocera longipedata"
"5076","Hemiaulus indicus"
"5077","Triceratium impar"
"5078","Coscinodiscus radiatus"
"5079","Biddulphia mobiliensis"
"5080","Farranula concinnus"
"5081","Euphausia tenera"
"5082","Lithodesmium undulatum"
"5083","Asteromphalus cleveanus"
"5084","Clio"
"5085","Bacillaria paxillifer"
"5086","Dinophysis infundibulus"
"5087","Ornithocercus thumii"
"5088","Dissodinium pseudolunula"
"5089","Protoperidinium majus"
"5090","Protoperidinium sphaeroides"
"5091","Chaetoceros siamense"
"5092","Agalmopsis elegans"
"5093","Cuvierina columnella"
"5094","Gaidius"
"5095","Pronoctiluca pelagica"
"5096","Cachonina"
"5097","Ceratium deflexum"
"5098","Protoperidinium compressum"
"5099","Diplopsalidaceae"
"5100","Peridiniopsis asymmetrica"
"5101","Protoceratium reticulatum"
"5102","Protoperidinium abei"
"5103","Protoperidinium conicum"
"5104","Chaetoceros lauderi"
"5105","Chaetoceros paradoxum"
"5106","Ceratium leptosomum"
"5107","Lithodesmium"
"5108","Oblea"
"5109","Phrosina semilunata"
"5110","Oxytoxum scolopax"
"5111","Hormiphora palmata"
"5112","Aetideus armata"
"5113","Traustedtia multitentaculata"
"5114","Pyrosomella verticillata"
"5115","Ensiculifera"
"5116","Prorocentrum gracile"
"5117","Ceratium massiliense"
"5118","Gonyaulax polygramma"
"5119","Evadne tergestina"
"5120","Eucalanus mucronatus"
"5121","Aetideopsis"
"5122","Dinophysis"
"5123","Thecosomata"
"5124","Alexandrium tamarense"
"5125","Tropidoneis"
"5126","Protoperidinium crassipes"
"5127","Pelagobia longicirrata"
"5128","Protoperidinium minutum"
"5129","Euglenophyceae"
"5130","Gonyaulax milneri"
"5131","Corycaeus longistylis"
"5132","Corycaeus dubius"
"5133","Ceratium macroceros"
"5134","Chaetoceros nipponicum"
"5135","Strombidiidae"
"5136","Stenosemella"
"5137","Hypotrichida"
"5138","Ciliata"
"5139","Rotatoria"
"5140","Acartiidae"
"5141","Oikopleura dioica"
"5142","Amphorides quadrilineata"
"5143","Paracalanidae"
"5144","Salpingella acuminata"
"5145","Lingulida"
"5146","Leptocylindrus"
"5147","Cerataulina dentata"
"5148","Diploneis splendida"
"5149","Tintinnopsis"
"5150","Favella taraikaensis"
"5151","Eutintinnus"
"5152","Scrippsiella trochoidea"
"5153","Ceratium pentagonum"
"5154","Pyrophacus"
"5155","Oncaeidae"
"5156","Thalassiosira condensata"
"5157","Odontella mobiliensis"
"5158","Diploneis"
"5159","Tintinnopsis directa"
"5160","Codonellopsis morchella"
"5161","Helicostomella longa"
"5162","Dadayiella"
"5163","Eutintinnus lususundae"
"5164","Salpingella"
"5165","Tintinnida"
"5166","Trichocerca marina"
"5167","Oithonidae"
"5168","Amphora"
"5169","Epiplocylis reticulata"
"5170","Rhabdonella poculum"
"5171","Amphorellopsis acuta"
"5172","Temoridae"
"5173","Prorocentrum sigmoides"
"5174","Tintinnopsis radix"
"5175","Protorhabdonella"
"5176","Sticholonche zanclea"
"5177","Dictyocysta"
"5178","Corycaeidae"
"5179","Podon leuckarti"
"5180","Centropagidae"
"5181","Calyconectae"
"5182","Chaetoceros constrictum"
"5183","Amphiprora"
"5184","Ctenocalanus"
"5185","Protoperidinium oceanicum"
"5186","Tiarina fusus"
"5187","Achnanthes"
"5188","Halocyprididae"
"5189","Dinophysis fortii"
"5190","Peridiniaceae"
"5191","Licmophora abbreviata"
"5192","Lucicutiidae"
"5193","Ceratium platycorne"
"5194","Ceratium arietinum"
"5195","Oithona oculata"
"5196","Oithona simplex"
"5197","Euterpina"
"5198","Acartia pacifica"
"5199","Tortanus forcipatus"
"5200","Eucalanidae"
"5201","Tortanidae"
"5202","Neodelphineis pelagica"
"5203","Cyclopoida"
"5204","Protorhabdonella simplex"
"5205","Fragilaria"
"5206","Undella"
"5207","Steenstrupiella steenstrupii"
"5208","Ceratium kofoidii"
"5209","Calocalanidae"
"5210","Tintinnopsis aperta"
"5211","Tintinnopsis beroidea"
"5212","Paracandacia simplex"
"5213","Epiplocylis deflexa"
"5214","Rhabdonella"
"5215","Peridiniales"
"5216","Favella"
"5217","Trichodesmium"
"5218","Stephos tsuyazakiensis"
"5219","Bradyidius armatus"
"5220","Ornithocercus steinii"
"5221","Amphidoma"
"5222","Ceratium pulchellum"
"5223","Ceratocorys gourretii"
"5224","Pyrophacus steinii"
"5225","Creseis acicula"
"5226","Citharistes apsteinii"
"5227","Erythropsis"
"5228","Ceratium contortum"
"5229","Goniodoma sphaericum"
"5230","Podolampas bipes"
"5231","Protoperidinium multistriatum"
"5232","Ceratocorys horrida"
"5233","Oxytoxum curvatum"
"5234","Pyrophacus horologium"
"5235","Podolampas palmipes"
"5236","Protoperidinium angusticollum"
"5237","Haslea"
"5238","Lepidasthenia"
"5239","Krohnia"
"5240","Gonyaulax digitale"
"5241","Diacria trispinosa"
"5242","Pontella"
"5243","Protoceratium"
"5244","Rhynchonereella"
"5245","Trichodesmium erythraeum"
"5246","Gonyaulax fusiformis"
"5247","Gonyaulax spinifera"
"5248","Oxytoxum milneri"
"5249","Cymbulia sibogae"
"5250","Cyclosalpa"
"5251","Diplopsalopsis orbicularis"
"5252","Pterosperma moebii"
"5253","Pterosperma polygonum"
"5254","Pterosperma"
"5255","Creseis virgula"
"5256","Diacria"
"5257","Dinophysis caudata"
"5258","Oxytoxum subulatum"
"5259","Protoperidinium pentagonum"
"5260","Streptotheca tamesis"
"5261","Podon polyphemoides"
"5262","Warnowia"
"5263","Protoperidinium depressum"
"5264","Protoperidinium spiniferum"
"5265","Amphisolenia bidentata"
"5266","Histioneis vouckii"
"5267","Gyrodinium falcatum"
"5268","Ceratium hexacanthum"
"5269","Ceratocorys armata"
"5270","Biddulphia"
"5271","Dinophysis ovum"
"5272","Cochlodinium"
"5273","Cryptophyceae"
"5274","Pyrocystis"
"5275","Podolampas"
"5276","Leprotintinnus"
"5277","Scolecithricella orientalis"
"5278","Eutreptiella"
"5279","Olisthodiscus"
"5280","Mesodinium pulex"
"5281","Acanthometron"
"5282","Tintinnopsis corniger"
"5283","Cerataulina"
"5284","Gymnodinium mikimotoi"
"5285","Amphorides"
"5286","Tintinnidae"
"5287","Cocconeis"
"5288","Leprotintinnus nordqvisti"
"5289","Polykrikos schwartzii"
"5290","Amphorellopsis"
"5291","Zygabikodinium lenticulatum"
"5292","Guinardia"
"5293","Corethron"
"5294","Chattonella"
"5295","Striatella"
"5296","Distephanus"
"5297","Ceratium candelabrum"
"5298","Ceratium molle"
"5299","Balanus"
"5300","Polykrikos"
"5301","Dictyocha"
"5302","Oblea baculifera"
"5303","Alexandrium"
"5304","Eucampia"
"5305","Penilia"
"5306","Labidocera kroyeri"
"5307","Stephanopyxis"
"5308","Ditylum"
"5309","Thalassiosira mala"
"5310","Dinophysis argus"
"5311","Licmophora"
"5312","Ceratium gravidum"
"5313","Ceratium breve"
"5314","Streptotheca"
"5315","Ceratium gibberum"
"5316","Diplopsalopsis steinii"
"5317","Alexandrium cohorticula"
"5318","Alexandrium fraterculus"
"5319","Globigerina"
"5320","Hemiaulus"
"5321","Favella ehrenbergii"
"5322","Tintinnopsis gracilis"
"5323","Pterotrachea"
"5324","Asterionella"
"5325","Skeletonema"
"5326","Noctiluca"
"5327","Hyalodiscus"
"5328","Lauderia"
"5329","Mesodinium"
"5330","Scenedesmus"
"5331","Thalassiosiraceae"
"5332","Gymnodiniales"
"5333","Heterosigma akashiwo"
"5334","Helicostomella"
"5335","Oithona davisae"
"5336","Oligotrichida"
"5337","Synchaeta"
"5338","Dadayiella ganymedes"
"5339","Limnoncaea"
"5340","Vorticellidae"
"5341","Heterotrichia"
"5342","Placocalanus"
"5343","Coscinodiscus granii"
"5344","Chaetoceros subsecundum"
"5345","Prasinophyceae"
"5346","Chaetoceros teres"
"5347","Chaetoceros crinitum"
"5348","Surirella"
"5349","Haptophyceae"
"5350","Hypotricha"
"5351","Coxliella"
"5352","Polyarthra"
"5353","Campylodiscus"
"5354","Cymbella"
"5355","Pediastrum"
"5356","Tintinnidium mucicola"
"5357","Pterosoma planum"
"5358","Stenosemella ventricosa"
"5359","Acanthometron pellucidum"
"5360","Tintinnidium"
"5361","Synedra"
"5362","Heterocapsa triquetra"
"5363","Keratella cochlearis"
"5364","Brachionus plicatilis"
"5365","Stenosemella nivalis"
"5366","Conchoecia"
"5367","Gonyaulacales"
"5368","Cyclotella"
"5369","Protoperidinium oblongum"
"5370","Euphausia similis"
"5371","Sergia lucens"
"5372","Conaea"
"5373","Chaetoceros boreale"
"5374","Chaetoceros weissflogii"
"5375","Codonellopsis"
"5376","Eutintinnus tubulosus"
"5377","Clione"
"5378","Hyalocylis striata"
"5379","Cocconeis scutellum"
"5380","Oscillatoria"
"5381","Carteria"
"5382","Denticulopsis"
"5383","Hippopodius ungulatus"
"5384","Lithodesmium variabile"
"5385","Euphausia diomedeae"
"5386","Coscinosira polychorda"
"5387","Peridinium minusculum"
"5388","Helicostomella fusiformis"
"5389","Melosira varians"
"5390","Melosira granulata"
"5391","Actinastrum hantzschii"
"5392","Amphorella"
"5393","Pediastrum duplex"
"5394","Tintinnopsis uruguayensis"
"5395","Anabaena"
"5396","Spirulina"
"5397","Diploneis fusca"
"5398","Acartia hudsonica"
"5399","Achnanthes longipes"
"5400","Tintinnopsis lohmanni"
"5401","Ulothrix"
"5402","Synedra ulna"
"5403","Brachiomonas"
"5404","Grammatophora marina"
"5405","Chodatella"
"5406","Nitzschia sigma"
"5407","Tintinnopsis kofoidi"
"5408","Auliscus caelatus"
"5409","Achnanthes brevipes"
"5410","Thalassiosira nordenskioeldii"
"5411","Rhizosolenia hebetata"
"5412","Protoperidinium minusculum"
"5413","Pyramimonas"
"5414","Amphiprora alata"
"5415","Evadne"
"5416","Micractinium pusillum"
"5417","Navicula britannica"
"5418","Gyrodinium instriatum"
"5419","Asteromphalus diminutus"
"5420","Centrales"
"5421","Acantharea"
"5422","Asterionella gracillima"
"5423","Melosira juergensii"
"5424","Asterionella formosa"
"5425","Mesoporos"
"5426","Evadne spinifera"
"5427","Gyrodinium fissum"
"5428","Thalassiosira binata"
"5429","Brachionus"
"5430","Prorocentrum mexicanum"
"5431","Favella azorica"
"5432","Fritillaria pellucida"
"5433","Protoperidinium mite"
"5434","Tintinnopsis tubulosa"
"5435","Codonellopsis nipponica"
"5436","Thalia democratica"
"5437","Lingulodinium polyedrum"
"5438","Acartia erythraea"
"5439","Odontella obtusa"
"5440","Scenedesmus dimorphus"
"5441","Protoperidinium excentricum"
"5442","Scenedesmus abundans"
"5443","Amphorellopsis quadrangula"
"5444","Blepharocysta compressa"
"5445","Undinula"
"5446","Climacodium"
"5447","Coxliella longa"
"5448","Asterolampra grevillei"
"5449","Diplopsalis lenticula"
"5450","Codonellopsis parva"
"5451","Thysanoessa parva"
"5452","Thalassiosira punctigera"
"5453","Dunaliella"
"5454","Oithona rigida"
"5455","Biddulphia aurita"
"5456","Amylax"
"5457","Carinaria japonica"
"5458","Gyrodinium lachryma"
"5459","Tintinnopsis akkeshiensis"
"5460","Stenosemella parvicollis"
"5461","Amphora lineolata"
"5462","Gonyaulax verior"
"5463","Fragilaria crotonensis"
"5464","Chaetoceros simplex"
"5465","Distephanus speculum var. octonarius"
"5466","Dinophysis caudata f. pedunculatus"
"5467","Carinaria"
"5468","Clio polita"
"5469","Amylax triacantha"
"5470","Corycaeus robustus"
"5471","Oxycephalidae"
"5472","Doliolum denticulatum"
"5473","Merismopedia"
"5474","Globorotaliidae"
"5475","Cavoliniidae"
"5476","Coxiella"
"5477","Chilomonas oblongum"
"5478","Triconia"
"5479","Lyngbya"
"5480","Acartia fossae"
"5481","Euphausia recurva"
"5482","Ritteriella picteti"
"5483","Triphora"
"5484","Styliola subula"
"5485","Euchirella amoena"
"5486","Ratania"
"5487","Parascelus"
"5488","Thysanopoda"
"5489","Asterolampra"
"5490","Diacavolinia longirostris"
"5491","Tintinnopsis pusilla"
"5492","Gyrodinium dominans"
"5493","Weelia cylindrica"
"5494","Aulosphaera trigonopa"
"5495","Eucecryphalus"
"5496","Coscinodiscus debilis"
"5497","Scenedesmus armatus"
"5498","Dinophysis lenticula"
"5499","Drymosphaera polygonalis"
"5500","Odontella reticulata"
"5501","Eutintinnus rectus"
"5502","Ciliophora"
"5503","Podon schmackeri"
"5504","Tintinnopsis lobiancoi"
"5505","Tintinnopsis tubulosoides"
"5506","Pseudonitzschia"
"5507","Pontellopsis armata"
"5508","Farranula carinatus"
"5509","Phronima"
"5510","Phronimella"
"5511","Themisto"
"5512","Chaetoceros salsugineum"
"5513","Phacus"
"5514","Ethmodiscus gazellae"
"5515","Mecynocera"
"5516","Augaptilus"
"5517","Didinium"
"5518","Paracalanus crassirostris"
"5519","Aulacoseira granulata"
"5520","Odontella sinensis"
"5521","Arachnoidiscus ehrenbergii"
"5522","Gonyaulax diegensis"
"5523","Actinastrum hantzschii var. fluviatile"
"5524","Protoperidinium ventricum"
"5525","Scrippsiella spinifera"
"5526","Pediastrum tetras"
"5527","Odontella longicruris"
"5528","Phoronida"
"5529","Keratella cruciformis"
"5530","Bacillariaceae"
"5531","Gonyaulax monacantha"
"5532","Euterpinidae"
"5533","Tunicata"
"5534","Sagittidae"
"5535","Scopelosaurus smithii"
"5536","Lycaeidae"
"5537","Protoperidinium claudicans"
"5538","Fritillaria borealis"
"5539","Oscillatoriaceae"
"5540","Oculosetella"
"5541","Phrosina"
"5542","Rhabdosoma"
"5543","Ceratium azoricum"
"5544","Desmopterus papilio"
"5545","Labidocera pavo"
"5546","Oithona rostralis"
"5547","Corycaeus typicus"
"5548","Thysanoessa"
"5549","Salpa"
"5550","Vibilia"
"5551","Thysanopoda obtusifrons"
"5552","Clionidae"
"5553","Candacia norvegica"
"5554","Cryptomonas"
"5555","Olisthodiscus luteus"
"5556","Gymnodinium simplex"
"5557","Pyramimonas longicauda"
"5558","Peridinium brevipes"
"5559","Pleurochrysis roscoffensis"
"5560","Euglena"
"5561","Pediastrum biwae"
"5562","Oxycephalus clausi"
"5563","Chattonella antiqua"
"5564","Chrysochromulina"
"5565","Pontellopsis tenuicauda"
"5566","Eukrohnia"
"5567","Hemidiscus"
"5568","Gymnodinium albulum"
"5569","Stephanophyes"
"5570","Gymnodinium breve"
"5571","Mesocena"
"5572","Eutreptiella marina"
"5573","Peridinium globulus"
"5574","Sticholonche"
"5575","Gnathagnus elongatus"
"5576","Gymnodinium instriatum"
"5577","Heterosigma"
"5578","Katodinium glaucum"
"5579","Torodinium"
"5580","Chattonella marina"
"5581","Stephanopyxis nipponica"
"5582","Katodinium"
"5583","Fibrocapsa japonica"
"5584","Nematodinium"
"5585","Amphiprora gigantea var. sulcata"
"5586","Oltmannsiellopsis"
"5587","Gymnodinium abbreviatum"
"5588","Warnowiaceae"
"5589","Codonellopsis ostenfeldi"
"5590","Alexandrium catenella"
"5591","Eutintinnus lusus-undae var. turgescens"
"5592","Triceratium favus"
"5593","Nitzschia lanceolata"
"5594","Conchoecissa ametra"
"5595","Biddulphia tridens"
"5596","Hexalonche"
"5597","Stauracantha quadrifurca"
"5598","Halocypria globosa"
"5599","Labidocera rotunda"
"5600","Eutreptia"
"5601","Pseudodiaptomus"
"5602","Dictyocysta verticosa"
"5603","Corycaeus andrewsi"
"5604","Oikopleura cophocerca"
"5605","Eukrohnia bathypelagica"
"5606","Triceratium"
"5607","Notholca striata"
"5608","Triceratium alternans"
"5609","Ceratium humile"
"5610","Diplopsalopsis orbicularis var. ovata"
"5611","Campylodiscus undulatus"
"5612","Surirella cuneata"
"5613","Balanidae"
"5614","Ceratium longinum"
"5615","Melosira nummuloides"
"5616","Biddulphia obtusa"
"5617","Coscinodiscus centralis"
"5618","Coscinodiscus janischii"
"5619","Tintinnopsis elongata"
"5620","Tropidoneis antarctica"
"5621","Rhizosolenia clevei"
"5622","Pleurosigma normanii"
"5623","Coscinodiscus perforatus"
"5624","Asterionella kariana"
"5625","Thalassiothrix heteromorpha"
"5626","Chaetoceros bacteriastroides"
"5627","Chaetoceros pacificum"
"5628","Chaetoceros wighamii"
"5629","Cerataulina curvata"
"5630","Denticula seminae"
"5631","Thalassiosira eccentrica"
"5632","Chaetoceros furcellatum"
"5633","Rhizosolenia hyalina"
"5634","Chaetoceraceae"
"5635","Rhizosoleniaceae"
"5636","Gossleriella tropica"
"5637","Tropidoneis lepidoptera"
"5638","Thalassiosira hyalina"
"5639","Sagitta tumida"
"5640","Nitzschia vitrea"
"5641","Chaetoceros peruvianum f. gracile"
"5642","Eucampia groenlandica"
"5643","Synedra hennedyana"
"5644","Porosira glacialis"
"5645","Chaetoceros gracile"
"5646","Chaetopterus"
"5647","Licmophora paradoxa"
"5648","Thalassiosira aestivalis"
"5649","Chaetoceros concavicorne"
"5650","Pachyptilus abbreviatus"
"5651","Centricae"
"5652","Ceratium falcatum"
"5653","Pterosperma vanhoeffenii"
"5654","Isthmia nervosa"
"5655","Phoronidea"
"5656","Coscinodiscus concinnus"
"5657","Pelagobia"
"5658","Pontodora"
"5659","Corycaeus catus"
"5660","Articulata"
"5661","Echinocardium"
"5662","Scopimera intermedia"
"5663","Varuna yui"
"5664","Clistocoeloma balansae"
"5665","Metopograpsus latifrons"
"5666","Parasesarma onychophorum"
"5667","Thalassograpsus harpax"
"5668","Gelasimus jocelynae"
"5669","Austruca triangularis"
"5670","Tubuca typhoni"
"5671","Macrophthalmus milloti"
"5672","Macrophthalmus holthuisi"
"5673","Macrophthalmus definitus"
"5674","Chaenostoma crassimanus"
"5675","Pseudograpsus elongatus"
"5676","Macrophthalmus brevis"
"5677","Ilyoplax pacifica"
"5678","Pulliella armata"
"5679","Rhynchospio"
"5680","Bhawania"
"5681","Diastylidae"
"5682","Gracilaria salicornia"
"5683","Grapsidae"
"5684","Gynodiastylidae"
"5685","Lampropidae"
"5686","Phyllodoce malmgreni"
"5687","Exogone"
"5688","Eusyllis"
"5689","Opisthosyllis australis"
"5690","Syllis"
"5691","Pulliella"
"5692","Phyllodoce"
"5693","Desdemona"
"5694","Trypanosyllis"
"5695","Typosyllis krohni"
"5696","Typosyllis okadai"
"5697","Prionospio sexoculata"
"5698","Novaquesta"
"5699","Aphroditidae"
"5700","Conus"
"5701","Ophelina acuminata"
"5702","Paranthuridae"
"5703","Polydora"
"5704","Prionospio"
"5705","Brania"
"5706","Anthuridae"
"5707","Heteromastus"
"5708","Eunice afra"
"5709","Gnathia maxillaris"
"5710","Isognomon perna"
"5711","Pisione"
"5712","Prionospio malmgreni"
"5713","Nematonereis unicornis"
"5714","Phliantidae"
"5715","Prionospio cirrobranchiata"
"5716","Opisthosyllis longicirrata"
"5717","Typosyllis"
"5718","Nicolea"
"5719","Polyophthalmus pictus"
"5720","Eumida sanguinea"
"5721","Scyphoproctus djiboutiensis"
"5722","Prionospio steenstrupi"
"5723","Prionospio saldanha"
"5724","Pista"
"5725","Laonice cirrata"
"5726","Lanassa"
"5727","Bodotriidae"
"5728","Leocrates"
"5729","Aricidea"
"5730","Eulalia"
"5731","Questa"
"5732","Typosyllis prolifera"
"5733","Phyllocomus"
"5734","Heteromastus filiformis"
"5735","Cirratulus"
"5736","Goniada incerta"
"5737","Nephtys"
"5738","Minuspio cirrifera"
"5739","Pista macrolobata"
"5740","Cirriformia"
"5741","Malacoceros"
"5742","Anaitides"
"5743","Eunice norvegica"
"5744","Prionospio pinnata"
"5745","Mediomastus"
"5746","Fabricia"
"5747","Pista unibranchia"
"5748","Melinna cristata"
"5749","Leocratides"
"5750","Autolytus"
"5751","Hamondiidae"
"5752","Sabella"
"5753","Scalibregma inflatum"
"5754","Scolelepis"
"5755","Porcellidiidae"
"5756","Aricidea fauveli"
"5757","Padina minor"
"5758","Sargassum polycystum"
"5759","Halimeda opuntia"
"5760","Gelidiella acerosa"
"5761","Bornetella sphaerica"
"5762","Sargassum"
"5763","Neomeris annulata"
"5764","Laurencia obtusa"
"5765","Melanamansia glomerata"
"5766","Actinotrichia"
"5767","Caulerpa taxifolia"
"5768","Caulerpa serrulata"
"5769","Gracilaria"
"5770","Mastophora rosea"
"5771","Dictyosphaeria cavernosa"
"5772","Galaxaura"
"5773","Nassarius crematus"
"5774","Cerithium echinatum"
"5775","Arcidae"
"5776","Mitridae"
"5777","Clypeomorus batillariaeformis"
"5778","Vasum turbinellus"
"5779","Septifer bilocularis"
"5780","Strombus luhuanus"
"5781","Volutidae"
"5782","Cellana rota"
"5783","Astralium calcar"
"5784","Cassidae"
"5785","Armandia leptocirrus"
"5786","Ancistrosyllis"
"5787","Aricidea catherinae"
"5788","Aricidea quadrilobata"
"5789","Capitella"
"5790","Paraonis"
"5791","Aricidea suecica"
"5792","Euchone"
"5793","Sternaspis scutata"
"5794","Chone filicaudata"
"5795","Euchone rosea"
"5796","Lysilla"
"5797","Armandia brevis"
"5798","Ampharete"
"5799","Clymenella"
"5800","Dasybranchus"
"5801","Euclymene"
"5802","Lysarete"
"5803","Potamilla"
"5804","Syllides"
"5805","Tharyx"
"5806","Chone"
"5807","Melinna monoceroides"
"5808","Abyla"
"5809","Abyla haeckeli"
"5810","Aegina citrea"
"5811","Agalma elegans"
"5812","Aglaura hemistoma"
"5813","Amphicaryon"
"5814","Amphicaryon ernesti"
"5815","Amphogona apicata"
"5816","Bougainvillia bitentaculata"
"5817","Bougainvillia britannica"
"5818","Ceratocymba leuckartii"
"5819","Chelophyes"
